oid_shvil,width,shem_mikta,direction,bitzua,ms_orech,miflas,date_created,date_import,Shape_Length,geometry
105,1.5,ז'בוטיסנקי מרמז עד נמיר גדה דרומית,חד סטרי,2016.0,500.72,,,10/08/2025 00:26:47,500.71762036586745,"[[180456.05800000002, 665970.426], [180548.99300000002, 665949.26], [180698.31939999998, 665915.2921], [180772.88299999997, 665897.021]]"
106,1.5,הרכבת מבני ברק עד הצפירה,חד סטרי,2014.0,84.86,,,10/08/2025 00:26:47,84.86359376328373,"[[179632.59100000001, 663034.013], [179619.255, 663047.527], [179616.588, 663052.15], [179614.81, 663054.817], [179574.09100000001, 663095.181]]"
107,2.0,לה גווארדיה מ- 4870 עד החרש,דו סטרי,2000.0,122.85,,,10/08/2025 00:26:47,122.85393147368544,"[[179777.934, 662887.332], [179787.358, 662935.163], [179789.136, 662937.83], [179792.515, 662941.565], [179804.961, 662943.343], [179827.89899999998, 662942.809], [179844.96899999998, 662941.387], [179857.06, 662936.052]]"
108,,פארק החורשות מקיבוץ גלויות עד בן צבי,דו סטרי,2013.0,1121.61,,,10/08/2025 00:26:47,1121.6120722378748,"[[178441.777, 661386.324], [178436.662, 661361.805], [178383.038, 661294.775]]"
109,2.0,בן צבי מחיל שריון עד  שלבים,,2014.0,853.65,,,10/08/2025 00:26:47,853.6488895500031,"[[178532.803, 661168.07], [178568.41100000002, 661144.482]]"
110,2.2,שביל חיבור בין ארליך לשמואל ירחינאי,דו סטרי,2000.0,76.83,,,10/08/2025 00:26:47,76.82631929231454,"[[177099.88520000002, 661427.3293], [177121.89520000003, 661500.9353]]"
111,1.0,בת ים משפתי ישנים עד זכרון קדושים,חד סטרי,2000.0,211.91,,,10/08/2025 00:26:47,211.90502141729377,"[[175974.75699999998, 660163.143], [176000.951, 660211.165], [176008.39, 660224.4642], [176043.30800000002, 660289.4534], [176077.6792, 660338.0671], [176085.09000000003, 660342.533]]"
112,2.5,מחרוזת,דו סטרי,2015.0,356.02,,,10/08/2025 00:26:47,356.0247938804164,"[[177218.43560000003, 660102.479], [177352.1422, 660076.3726]]"
113,2.5,רחוב 3920,,2000.0,209.34,,,10/08/2025 00:26:47,209.34299117682335,"[[180845.8724, 661285.8717], [180950.7637, 661313.4987], [180964.6093, 661314.5621], [180984.46240000002, 661313.0433], [180991.66480000003, 661310.6381], [181009.38919999998, 661306.8205], [181021.98830000003, 661303.1774], [181037.62339999998, 661298.4717], [181048.6482, 661293.9672]]"
114,1.5,הטייסים מבר לב עד מחר,דו סטרי,2004.0,530.02,,,10/08/2025 00:26:47,530.0180685423243,"[[182502.04700000002, 661345.149], [182510.749, 661391.67], [182523.467, 661455.261], [182549.238, 661591.479], [182554.928, 661633.315], [182559.613, 661683.518], [182560.952, 661730.374], [182545.222, 661774.553], [182547.565, 661787.94], [182545.35700000002, 661867.111]]"
115,1.6,משה דיין מהשלום עד יצחק שדה גדה מערבית,חד סטרי,2014.0,707.51,,,10/08/2025 00:26:47,707.5147136582901,"[[181161.17599999998, 663525.41], [181164.387, 663527.904], [181164.92099999997, 663534.202], [181159.16700000002, 663568.73], [181158.49699999997, 663576.546], [181153.36099999998, 663613.168], [181150.68099999998, 663639.964], [181145.571, 663708.285], [181144.875, 663718.79], [181142.642, 663756.081], [181141.749, 663820.616], [181142.86599999998, 663841.83], [181144.875, 663872.646], [181149.903, 663922.922], [181153.51069999998, 663946.5326], [181162.293, 663997.918], [181166.75900000002, 664018.239], [181171.22499999998, 664037.89], [181186.63299999997, 664092.152], [181204.97999999998, 664146.785], [181207.17700000003, 664153.114], [181229.95400000003, 664218.318]]"
116,2.0,ויצמן משאול המלך עד ברוביץ גדה מערבית,דו סטרי,2000.0,112.1,,,10/08/2025 00:26:47,112.09626702241067,"[[180198.97610000003, 664937.0769], [180179.657, 664990.169], [180175.571, 664998.924], [180172.36099999998, 665010.889], [180169.44300000003, 665018.186], [180166.52399999998, 665027.233], [180165.35700000002, 665035.112], [180164.48100000003, 665043.284]]"
117,2.6,הרב ניסים מבבלי עד הרב גורן,דו סטרי,2019.0,321.61,,,10/08/2025 00:26:47,321.6057577148293,"[[181131.1298, 666482.6346], [181136.1569, 666493.7472], [181140.58380000002, 666500.7925], [181148.85470000003, 666517.1565], [181157.42719999998, 666531.1266], [181160.84029999998, 666535.8097], [181162.886, 666546.8328], [181173.7964, 666562.8114], [181213.55310000002, 666621.2917], [181229.9313, 666645.5269], [181260.75530000002, 666691.4322], [181273.60129999998, 666715.5074], [181279.673, 666726.8864], [181291.29830000002, 666759.4361]]"
118,2.0,סטפן צוויג מחנה רובינא עד יגאל מוסינזון,דו סטרי,2013.0,129.49,,,10/08/2025 00:26:47,129.48850757289304,"[[182975.1752, 669936.6611], [182963.434, 669807.706]]"
119,2.0,דבורה הנביאה מדיסנצ'יק עד 2185,דו סטרי,2019.0,1762.47,,1572480000000.0,10/08/2025 00:26:47,1762.4683486979147,"[[185235.7436, 668978.7247], [185151.19919999997, 669047.7288], [185147.3005, 669052.6157], [185159.3923, 669068.738], [185162.07929999998, 669073.306], [185161.81060000003, 669075.7243], [185145.55, 669093.71], [185144.0761, 669103.1322], [185139.50809999998, 669098.2955], [185131.7156, 669096.952], [185123.92320000002, 669101.2513], [185097.0527, 669124.3599], [185090.60379999998, 669132.018], [185078.512, 669142.2288], [185064.00199999998, 669154.0519], [185050.56670000002, 669163.7252], [185032.5635, 669180.385], [185020.7404, 669190.8645], [185003.54330000002, 669207.7929], [184989.30190000002, 669224.99], [184977.55920000002, 669238.1419]]"
120,2.5,שנקר אריה מקויפמן עד המרד,דו סטרי,2000.0,109.0,,,10/08/2025 00:26:47,108.99785407520345,"[[177768.87699999998, 663338.002], [177666.125, 663374.369]]"
121,2.5,תובל מיגאל לון עד שד' ההשכלה,דו סטרי,2000.0,254.11,,,10/08/2025 00:26:47,254.108688549077,"[[180707.03499999997, 664188.892], [180746.09509999998, 664178.8055], [180760.21159999998, 664170.645], [180796.3774, 664161.39], [180848.592, 664144.3058], [180867.78499999997, 664146.521], [180925.22610000003, 664130.798], [180929.1115, 664125.5699], [180948.3776, 664120.9865]]"
122,2.3,בשביס זינגר,דו סטרי,2012.0,110.59,,,10/08/2025 00:26:47,110.59378835626026,"[[179948.178, 669020.141], [179949.147, 669031.534], [179947.69300000003, 669035.897], [179944.3, 669040.26], [179938.24, 669043.896], [179935.816, 669051.652], [179937.512, 669062.802], [179946.723, 669113.705], [179950.11700000003, 669116.614], [179956.17700000003, 669118.553]]"
123,2.0,משה סנה מבני אפריים עד קרית שאול,חד סטרי,2000.0,95.72,,,10/08/2025 00:26:47,95.72137162531979,"[[183589.875, 670014.677], [183583.689, 670049.009], [183564.822, 670106.846]]"
124,2.5,"אונטרמן מכ""ה עד בר לב",דו סטרי,2019.0,191.68,,,10/08/2025 00:26:47,191.67998790531936,"[[181730.64880000002, 661725.7578], [181701.0525, 661536.3765]]"
125,2.0,קרייתי מגבעתי עד משה דיין,דו סטרי,2017.0,337.48,,1496102400000.0,10/08/2025 00:26:47,337.47575666664017,"[[181205.766, 661945.425], [181199.75079999998, 661940.8053], [180897.48440000002, 662006.0904], [180896.06069999997, 662006.3979], [180890.3017, 662011.4466], [180878.87170000002, 662013.0341]]"
126,2.6,"מח""ל 4881 עד אלנקווה",דו סטרי,2020.0,256.78,כביש,1585612800000.0,10/08/2025 00:26:47,256.7821389934588,"[[181680.88770000002, 661835.0038], [181612.79599999997, 661840.968], [181605.652, 661842.952], [181585.80800000002, 661848.508], [181582.78000000003, 661847.8625], [181578.4937, 661849.45], [181576.58870000002, 661850.0851], [181568.65120000002, 661849.9263], [181561.98369999998, 661853.1013], [181478.3223, 661871.0401], [181444.66720000003, 661878.1839], [181439.9047, 661878.3426], [181436.2534, 661878.3426], [181429.3515, 661877.0336]]"
127,2.7,ברזילי ממקווה ישראל עד החשמל,,2019.0,149.87,,,10/08/2025 00:26:47,149.87442757843107,"[[178949.50579999998, 663193.5241], [178932.30200000003, 663244.2524], [178930.928, 663249.1698], [178931.21480000002, 663255.7336], [178912.9045, 663310.3855], [178911.6718, 663312.818], [178908.7745, 663319.5246], [178904.9115, 663326.2848], [178899.278, 663333.528]]"
128,2.0,עזה מדאנטה עד חבר הלאומים,דו סטרי,2000.0,130.97,,,10/08/2025 00:26:47,130.96608094845064,"[[177415.28600000002, 661587.892], [177428.515, 661581.277], [177438.436, 661697.028]]"
129,2.5,גרוסמן מתל גיבורים עד גרינבויים,דו סטרי,2019.0,390.74,,1564531200000.0,10/08/2025 00:26:47,390.73941730745946,"[[178032.1627, 660983.9022], [178039.3933, 660979.8679], [178062.99920000002, 660974.2224], [178279.35450000002, 660923.7099], [178317.22489999997, 660914.8682], [178341.0318, 660910.1102], [178346.57419999997, 660909.758], [178359.81809999997, 660908.124], [178372.81569999998, 660905.8192], [178391.1017, 660904.9993], [178409.3345, 660904.1818], [178413.4398, 660903.3241]]"
130,2.0,גרינבויים משקד עד גרוסמן,דו סטרי,2019.0,123.26,,1564531200000.0,10/08/2025 00:26:47,123.25978000204003,"[[177993.37939999998, 660873.9919], [177993.62800000003, 660877.531], [177993.62800000003, 660882.957], [178000.60499999998, 660907.377], [178004.1421, 660922.0695], [178009.44919999997, 660947.0787], [178013.756, 660957.4419], [178015.9094, 660961.2104], [178018.46659999999, 660962.1525], [178022.1004, 660963.0946], [178025.5144, 660962.2657], [178029.63030000002, 660977.1818], [178032.1627, 660983.9022]]"
131,2.0,סהרון מפיקוס עד 3405,דו סטרי,2014.0,153.04,,,10/08/2025 00:26:47,153.03689490657487,"[[176485.18680000002, 660214.8062], [176501.9107, 660222.4273], [176526.1995, 660227.031], [176547.45549999998, 660226.534], [176631.1335, 660197.186]]"
132,2.0,יהודה הימית מאבוטבול עד נמל יפו גדה צפונית,חד סטרי,2012.0,571.73,,,10/08/2025 00:26:47,571.7291391493245,"[[177204.93910000002, 661928.311], [177116.7354, 661935.7352]]"
133,1.5,יהודה הימית מאבוטבול עד נמל יפו גדה דרומית,חד סטרי,2012.0,678.49,,,10/08/2025 00:26:47,678.4937818052223,"[[177185.53830000001, 661920.9876], [177105.64520000003, 661928.0794]]"
134,2.5,בן צבי מ3320 ,דו סטרי,2013.0,105.7,,,10/08/2025 00:26:47,105.7028058497068,"[[177679.4042, 661889.1935], [177676.28499999997, 661890.639], [177663.58500000002, 661896.195], [177655.11800000002, 661899.37], [177649.56199999998, 661903.604], [177582.62199999997, 661931.12]]"
135,2.0,קויפמן מהמרד עד חלץ,,2013.0,306.81,,,10/08/2025 00:26:47,306.8091603271693,"[[177488.7329, 662819.673], [177493.11320000002, 662838.5759], [177495.40840000001, 662848.4808], [177497.44040000002, 662875.4049], [177500.6578, 662913.5049], [177507.41700000002, 662940.556], [177513.55709999998, 662958.1175], [177521.9399, 662987.0186], [177545.54200000002, 663054.553], [177566.51179999998, 663114.8961]]"
136,2.5,שמחה הולצברג משדרות ירושלים עד יפת,דו סטרי,2018.0,632.43,,,10/08/2025 00:26:47,632.4298390320517,"[[176494.61210000003, 659682.9175], [176483.5785, 659691.4357], [176415.603, 659735.6498], [176409.4622, 659744.6064], [176408.41489999997, 659743.7934], [176404.17690000002, 659749.0723], [176401.76919999998, 659750.6517], [176291.46389999997, 659823.3558], [176286.0464, 659822.9432], [176278.93910000002, 659829.5847], [176276.40529999998, 659841.583], [176270.849, 659846.6101], [176259.2073, 659854.0184], [176250.47610000003, 659851.3726], [176243.6742, 659856.4911], [176137.07640000002, 659927.1824], [176127.7404, 659929.6767], [175984.29690000002, 660019.6082], [175975.0709, 660024.0279]]"
137,1.8,ויצמן מבני דן עד פנקס גדה מזרחית,,2018.0,403.6,,,10/08/2025 00:26:47,403.5974878107197,"[[180390.81319999998, 666738.6807], [180391.5171, 666705.3813], [180397.6274, 666512.7538]]"
138,1.2,בלוך משילה עד ארלוזורוב גדה דרומית,חד סטרי,2012.0,463.3,,,10/08/2025 00:26:47,463.2988654337083,"[[179542.45520000003, 665444.8114], [179570.6974, 665447.0186], [179580.2057, 665449.2966], [179590.39789999998, 665452.2296], [179602.88679999998, 665456.2214], [179627.56939999998, 665467.0578]]"
139,2.0,משמר הירדן מדבורה הנביאה עד וולנברג,,2019.0,1455.95,,,10/08/2025 00:26:47,1455.9546626089373,"[[184151.21500000003, 668248.427], [184148.30459999997, 668287.8134], [184144.7583, 668328.3695], [184145.72220000002, 668339.7777], [184137.42489999998, 668413.6072]]"
140,2.0,שארית ישראל מ-3429 עד שד' ירושלים,דו סטרי,2019.0,482.78,,1566432000000.0,10/08/2025 00:26:47,482.7816674704901,"[[177894.7796, 662141.9701], [177768.4143, 662184.0918], [177734.87050000002, 662193.7565], [177722.0172, 662198.755], [177719.637, 662203.7535], [177711.5442, 662207.3238], [177692.7404, 662212.3223], [177611.33659999998, 662238.5048], [177612.05060000002, 662238.0288], [177584.91600000003, 662246.3596], [177569.6826, 662251.5961], [177557.0674, 662253.9763], [177536.35940000002, 662254.9284], [177505.17839999998, 662255.4044], [177448.29090000002, 662256.1185], [177433.77149999997, 662255.4044]]"
141,3.0,פארק הירקון מגשר 9078 עד אבן גבירול,,2004.0,711.25,,,10/08/2025 00:26:47,711.2532755303932,"[[179202.44280000002, 667162.773], [179197.3858, 667170.6447], [179191.3799, 667185.1496], [179184.3541, 667201.8075], [179180.12939999998, 667217.2866], [179176.8751, 667232.2904], [179175.8552, 667239.8828]]"
142,2.5,רוקח מגשר התערוכה עד אבן גבירול,חד סטרי,2013.0,477.6,,,10/08/2025 00:26:47,477.60078350148035,"[[179629.4609, 667310.098], [179620.62199999997, 667310.098], [179580.391, 667297.613], [179571.14299999998, 667295.763], [179561.43199999997, 667294.376], [179536.462, 667294.376], [179495.76899999997, 667298.537], [179464.325, 667297.613], [179439.816, 667294.376], [179427.331, 667294.838], [179400.973, 667295.763], [179392.18699999998, 667298.537], [179378.315, 667296.688], [179372.184, 667293.106], [179365.114, 667294.432], [179333.298, 667288.687], [179318.27500000002, 667285.594], [179286.901, 667282.501], [179240.50300000003, 667267.477], [179215.561, 667256.693], [179203.56800000003, 667248.914], [179198.96600000001, 667244.941], [179190.26400000002, 667232.1653], [179186.8713, 667227.1844], [179180.12939999998, 667217.2866]]"
143,3.0,"כ""ה ו- 4881 חיבור בין אונטרמן למחל",דו סטרי,2019.0,145.3,,,10/08/2025 00:26:47,145.2952378975371,"[[181685.40500000003, 661831.5913], [181686.4633, 661817.9653], [181681.7008, 661811.7475], [181681.3039, 661808.7048], [181676.80599999998, 661781.4527], [181676.67369999998, 661778.0131], [181685.80190000002, 661759.2277], [181725.62170000002, 661752.7453], [181727.73839999997, 661746.9245], [181727.73839999997, 661741.6328], [181727.077, 661736.738], [181726.5478, 661733.8276], [181730.64880000002, 661725.7578]]"
144,3.0,הרב אשי + חיבור לקקל,דו סטרי,2017.0,213.78,,,10/08/2025 00:26:47,213.78391797822815,"[[180894.04700000002, 669839.1826], [180980.9241, 669823.9854], [180987.8539, 669868.7369], [181001.22489999997, 669875.6984], [181033.7683, 669932.2283]]"
145,2.5, יוניצ'מן מנמיר עד 2040,,2014.0,391.64,,,10/08/2025 00:26:47,391.63840733231655,"[[181028.2363, 672210.3499], [181176.325, 672137.921], [181187.59600000002, 672134.6828], [181222.0588, 672119.1356], [181226.35700000002, 672115.906], [181304.80800000002, 672081.885], [181321.218, 672076.681], [181332.425, 672072.679], [181348.03600000002, 672062.272], [181362.84499999997, 672054.667], [181375.653, 672048.263], [181382.45799999998, 672045.061]]"
146,3.0,רחוב 2379,דו סטרי,2015.0,384.29,,,10/08/2025 00:26:47,384.2854800330786,"[[181115.20899999997, 672439.961], [181126.375, 672440.408], [181133.07400000002, 672438.621], [181142.45400000003, 672434.601], [181146.91999999998, 672433.708], [181153.62, 672431.028], [181160.32, 672428.348], [181167.913, 672424.329], [181178.185, 672421.202], [181185.778, 672418.076], [181191.58500000002, 672416.736], [181201.85700000002, 672415.396], [181210.78999999998, 672414.056], [181221.956, 672412.716], [181232.229, 672412.716], [181241.162, 672412.716], [181247.41499999998, 672412.716], [181253.22100000002, 672410.929], [181259.027, 672409.143], [181267.96000000002, 672406.463], [181281.36, 672401.103], [181288.059, 672397.977], [181296.99200000003, 672396.637], [181312.12099999998, 672393.3687], [181346.1433, 672386.0188], [181374.3502, 672383.0904], [181410.43699999998, 672374.2845], [181487.4439, 672355.4934]]"
147,2.29,ברלין אליהו מפייגלין עמיחי,חד סטרי,2000.0,132.44,,,10/08/2025 00:26:47,132.44262325805568,"[[180598.403, 670128.258], [180617.74, 670249.01], [180619.94400000002, 670258.92]]"
148,3.0,רוטלוי דוד מיקותיאל יוסף עד רוקח ,,2012.0,490.69,,,10/08/2025 00:26:47,490.69353689038564,"[[179116.23369999998, 667251.6418], [179115.1216, 667279.6189], [179110.63199999998, 667285.505], [179102.21000000002, 667291.046], [179119.0769, 667360.345], [179136.647, 667405.119], [179145.255, 667418.646], [179154.349, 667450.779], [179164.65600000002, 667500.493], [179162.837, 667515.649], [179140.40500000003, 667535.657], [179094.935, 667628.416], [179067.652, 667642.966], [179055.527, 667661.761], [179042.88299999997, 667676.933], [179040.37, 667679.949]]"
149,2.4,בריכת גורדון,,2000.0,188.32,,,10/08/2025 00:26:47,188.3183794100532,"[[178376.2927, 665993.9858], [178317.1006, 665815.2119]]"
150,2.0,"שד בן ציון מהמלך ג'ורג' עד תרס""ט",דו סטרי,2000.0,329.85,,,10/08/2025 00:26:47,329.8505383990903,"[[179237.7429, 664425.6967], [179228.625, 664428.609], [179106.99200000003, 664504.92], [179073.28399999999, 664523.947], [179010.80200000003, 664562.809], [178956.071, 664596.749]]"
151,2.0,שד' מלכי ישראל,דו סטרי,2012.0,229.5,,,10/08/2025 00:26:47,229.49944952441072,"[[179380.196, 665425.481], [179380.2, 665425.152], [179382.728, 665228.415], [179382.78499999997, 665224.006], [179382.25900000002, 665202.438], [179382.2953, 665196.0047]]"
152,2.0,"מח""ל ממשה דיין עד אלנקווה מסלול צפוני",,2019.0,204.9,,1569456000000.0,10/08/2025 00:26:47,204.90362383297136,"[[181401.99310000002, 661901.786], [181299.7623, 661923.3949], [181241.9426, 661934.7139], [181233.2453, 661937.1763], [181234.00439999998, 661940.9713], [181205.766, 661945.425]]"
153,2.5,שד' ההשכלה מתובל עד החניון,דו סטרי,2000.0,141.16,,,10/08/2025 00:26:47,141.160307970127,"[[180948.3776, 664120.9865], [180946.20899999997, 664112.513], [180933.386, 664070.885], [180928.554, 664048.027], [180922.979, 664020.151], [180918.51899999997, 663983.356]]"
154,2.0,"קק""ל מרקנאטי עד הגינה גדה צפונית",חד סטרי,2018.0,54.77,,,10/08/2025 00:26:47,54.76856683162833,"[[181483.19799999997, 669879.164], [181476.657, 669877.099], [181429.15000000002, 669883.295]]"
155,2.0,חנה רובינא,,2014.0,268.35,,,10/08/2025 00:26:47,268.3499580720908,"[[183184.60619999998, 669802.3795], [183177.8593, 669804.893], [183172.03840000002, 669810.8462], [183164.7624, 669818.6514], [183161.19050000003, 669828.7056], [183156.31900000002, 669829.3757], [183153.38530000002, 669837.3046], [183149.2842, 669835.3202], [183142.80190000002, 669837.8337], [183134.33519999997, 669846.1681], [183116.7404, 669864.2921], [183103.07559999998, 669876.3212], [183087.12060000002, 669893.6292], [183065.4856, 669916.8862], [183057.1016, 669927.1632], [183049.2596, 669934.4642], [183042.7686, 669941.2252], [183033.03259999998, 669949.3382], [183013.0206, 669960.1562], [183004.90759999998, 669962.0492], [183002.55849999998, 669955.8964], [183000.65350000001, 669945.2601], [183001.68540000002, 669944.2282]]"
156,2.5,רחוב  1116 מיד לבנים עד לה גארדיה (גיבורי ישראל,דו סטרי,2013.0,181.54,,,10/08/2025 00:26:47,181.53564629140374,"[[181023.12900000002, 662955.858], [181024.35600000003, 663037.17], [181023.51429999998, 663051.7525], [181018.5048, 663057.8281], [181019.77730000002, 663123.4227], [181014.08380000002, 663123.3991], [181014.07189999998, 663129.8317]]"
157,2.6,חנה זמר,,2016.0,406.65,,,10/08/2025 00:26:47,406.6492683227002,"[[181383.6545, 667029.7027], [181387.31679999997, 667075.8219], [181405.876, 667334], [181407.75819999998, 667352.4478], [181403.1545, 667359.5915], [181398.2855, 667365.708], [181396.38050000003, 667372.2696], [181397.22710000002, 667378.408], [181400.19050000003, 667384.9697], [181404.2122, 667390.2613], [181408.2338, 667394.918], [181410.5622, 667404.2314], [181411.62050000002, 667414.6031], [181415.43050000002, 667424.5514], [181417.15350000001, 667426.9752]]"
158,3.0,טיילת יפו,דו סטרי,2000.0,347.28,,,10/08/2025 00:26:47,347.27876909732623,"[[177314.5908, 662829.013], [177307.1825, 662822.8747], [177300.62079999998, 662817.583], [177290.88410000002, 662808.9046], [177283.0524, 662798.3213], [177278.81910000002, 662794.2996], [177271.19900000002, 662783.7162], [177263.7907, 662773.3446], [177252.78399999999, 662754.9295], [177242.41230000003, 662736.3028], [177235.63900000002, 662726.1428], [177233.5223, 662724.2378], [177230.7706, 662724.6611], [177199.23220000003, 662743.2878], [177196.26890000002, 662742.6528], [177184.83889999997, 662732.9161], [177177.6422, 662726.3545], [177169.81050000002, 662718.9461], [177163.03720000002, 662712.8078], [177157.9572, 662706.2461], [177145.46879999997, 662693.5461], [177143.35210000002, 662689.7361], [177139.33049999998, 662683.5977], [177134.03879999998, 662678.0944], [177073.0787, 662624.7543]]"
159,2.5,הרב גורן מהרב ניסים עד איילון מסלול צפוני,חד סטרי,2020.0,159.82,מדרכה,,10/08/2025 00:26:47,159.82147868580233,"[[181139.0651, 666459.5566], [181145.09759999998, 666456.6991]]"
160,2.7,דוד אבידן,דו סטרי,2020.0,128.29,כביש,1580256000000.0,10/08/2025 00:26:47,128.29426527561918,"[[184284.3335, 670469.6676], [184156.1165, 670474.1195]]"
161,3.0,יגאל אלון  1333 עד השלום,דו סטרי,2020.0,355.92,כביש,1580256000000.0,10/08/2025 00:26:47,355.9209441017539,"[[180657.62709999998, 664066.8833], [180664.08279999997, 664065.6133]]"
162,2.0,שד' בן גוריון מאבן גבירול עד הדסה,דו סטרי,2012.0,122.89,,,10/08/2025 00:26:47,122.88616132581582,"[[179491.43800000002, 665445.874], [179388.81300000002, 665451.32], [179377.713, 665449.564], [179370.739, 665455.059]]"
163,2.5,שדרות ירושלים מארליך עד נחל הבשור,,2021.0,280.52,כביש,1622505600000.0,10/08/2025 00:26:47,280.5213078404292,"[[177100.8431, 660754.0052], [177103.23320000002, 660767.4605], [177124.9402, 660829.9217], [177128.7195, 660841.1592], [177143.588, 660889.5397], [177162.32059999998, 660948.5949], [177177.6664, 660996.9608], [177183.69890000002, 661016.0637], [177184.4752, 661021.5392]]"
164,2.0,הרב גורן (דרומי) מספיר פנחס עד נמיר,,2020.0,258.19,מדרכה,1595635200000.0,10/08/2025 00:26:47,258.19074041713407,"[[181103.22739999997, 666431.6881], [181102.7415, 666431.3236], [181099.5627, 666435.5589], [181097.8958, 666437.7814], [181096.1496, 666439.9245], [181093.53019999998, 666442.0676], [181091.14889999997, 666444.1314], [181088.8471, 666445.2426], [181085.35460000002, 666447.1476], [181079.322, 666449.8464], [181070.82890000002, 666453.0214], [181061.85950000002, 666456.5139], [181051.77889999998, 666460.0858], [181045.50819999998, 666461.8321], [181039.4757, 666462.6258], [181032.17320000002, 666462.5464], [181028.4426, 666461.9114], [181023.6801, 666460.8002], [181020.1875, 666459.4508], [181018.7588, 666458.7364], [181017.96500000003, 666458.7364], [181016.85379999998, 666459.2127], [181013.6788, 666464.0546], [181011.45630000002, 666467.3089], [181009.8688, 666468.3408], [181008.1225, 666468.8171], [181004.7094, 666469.5314], [181000.97879999998, 666470.2458], [180998.67690000002, 666470.5633], [180995.10499999998, 666469.9283], [180992.4856, 666468.3408], [180988.91369999998, 666466.5152], [180988.0406, 666466.1183], [180986.53249999997, 666467.4677], [180984.945, 666469.2139], [180982.72249999997, 666471.2777], [180981.135, 666472.4683], [180978.91249999998, 666473.8971], [180977.16619999998, 666474.8496], [180974.7056, 666476.199], [180971.4512, 666476.834], [180967.16489999997, 666477.7865], [180928.19170000002, 666483.6602], [180907.07789999997, 666485.5652], [180901.4423, 666485.8827], [180895.64789999998, 666485.9621], [180889.85350000003, 666485.4858], [180885.8848, 666484.6921], [180882.3923, 666484.0571], [180878.6616, 666482.1521], [180874.4548, 666479.2946], [180872.31160000002, 666477.5483]]"
165,2.3,מארק שאגאל מאמיר גלבוע עד 2040,דו סטרי,2020.0,84.46,מדרכה,1602892800000.0,10/08/2025 00:26:47,84.45659381729656,"[[180076.07270000002, 669483.2803], [180069.31420000002, 669495.5523], [180065.7206, 669496.6895], [180059.95659999998, 669498.5171], [180052.1542, 669500.907], [180000.13799999998, 669507.7957]]"
166,2.5,רפידים מבני אפריים עד מגדל שורשן,,2020.0,1146.01,כביש,1585612800000.0,10/08/2025 00:26:47,1146.0062341049224,"[[182672.4558, 668356.3407], [182686.06160000002, 668367.8798], [182687.6543, 668369.2306]]"
167,2.0,"מח""ל מאל נקוה עד משה דיין צד דרומי",,2019.0,206.99,כביש,1569456000000.0,10/08/2025 00:26:47,206.99459640112667,"[[181399.10590000002, 661882.9464], [181395.4546, 661884.0576], [181392.6176, 661885.0129], [181336.03389999998, 661897.0156], [181281.95620000002, 661907.963], [181250.1691, 661915.2173], [181242.7829, 661915.7449], [181237.90269999998, 661914.294], [181235.7795, 661913.0451], [181235.359, 661912.7978]]"
168,3.0,יגאל אלון בגדה מזרחית מתובל עד 1334,,2018.0,224.95,,,10/08/2025 00:26:47,224.95476214525303,"[[180644.5244, 663969.3094], [180643.25439999998, 663972.0611], [180642.5136, 663974.8128], [180644.2069, 663981.7978], [180657.33029999997, 664029.8462], [180662.09279999998, 664044.4512], [180664.31530000002, 664048.5787], [180667.7019, 664052.7062], [180671.9353, 664055.6696], [180668.6544, 664062.1254], [180668.1253, 664064.4538], [180669.6069, 664069.1104], [180674.07309999998, 664089.9841], [180687.25290000002, 664140.2469], [180690.62800000003, 664153.1182], [180698.33669999999, 664182.5161]]"
169,2.6,הרב ניסים מירושלמי עד הרב גורן,דו סטרי,2017.0,303.65,,,10/08/2025 00:26:47,303.64983952784,"[[181291.29830000002, 666759.4361], [181305.86680000002, 666754.9323], [181320.9929, 666776.2106], [181327.5627, 666791.5772], [181345.68670000002, 666836.9533], [181351.1508, 666854.4945], [181362.3555, 666903.0993], [181370.7399, 666940.0375], [181383.6545, 667029.7027]]"
170,2.2,אופנהיימר רב אשי עד טאגור,דו סטרי,2020.0,240.07,ביניים,1585612800000.0,10/08/2025 00:26:47,240.06967329807077,"[[181276.29080000002, 669533.5048], [181296.494, 669653.3564], [181316.6089, 669770.1643]]"
171,2.5,טאגור מאופנהיימר עד חיים לבנון ,דו סטרי,2020.0,144.52,,1585612800000.0,10/08/2025 00:26:47,144.51727500950784,"[[181276.4901, 669534.5025], [181287.87099999998, 669534.2378], [181294.2231, 669534.7671], [181296.6051, 669531.5911], [181300.04580000002, 669529.4737], [181303.4865, 669527.8857], [181416.76549999998, 669508.3001]]"
172,3.0,נמיר,,2014.0,161.32,,,10/08/2025 00:26:47,161.31590484229977,"[[180753.55589999998, 665421.696], [180737.9744, 665336.8796], [180734.29950000002, 665314.0953], [180728.71370000002, 665288.9591], [180721.8049, 665266.4688], [180720.8308, 665263.9244]]"
