oid_shvil,width,shem_mikta,direction,bitzua,ms_orech,miflas,date_created,date_import,Shape_Length,geometry
126,2.6,"מח""ל 4881 עד אלנקווה",דו סטרי,2020.0,256.78,כביש,1585612800000.0,20/08/2025 01:08:49,256.7821389934588,"[[34.804461448551734, 32.049115468446125], [34.803740256699335, 32.04916697599845], [34.803664537750734, 32.04918462824573], [34.80345421012878, 32.049234066841194], [34.803422174890756, 32.04922814444932], [34.80337672890242, 32.04924231666159], [34.80335653368701, 32.049247980063726], [34.80327249726548, 32.049246282148594], [34.803201776516744, 32.04927469028484], [34.80231525772133, 32.049433652484396], [34.801958633162705, 32.0494969431713], [34.8019082011703, 32.04949821421318], [34.80186954091523, 32.04949809146742], [34.80179651472828, 32.04948605511213]]"
127,2.7,ברזילי ממקווה ישראל עד החשמל,,2019.0,149.87,,,20/08/2025 01:08:49,149.87442757843107,"[[34.77548438973909, 32.061271751153015], [34.77530007628114, 32.061728589861104], [34.77528531935314, 32.061772884503256], [34.775288080077615, 32.061832085514766], [34.77509188193021, 32.06232426624495], [34.775078725769184, 32.062346157712575], [34.77504776223547, 32.06240653224295], [34.775006570086674, 32.06246735547217], [34.774946608744585, 32.06253247073666]]"
128,2.0,עזה מדאנטה עד חבר הלאומים,דו סטרי,2000.0,130.97,,,20/08/2025 01:08:49,130.96608094845064,"[[34.75930804269058, 32.04673655162436], [34.759448396015955, 32.046677390820854], [34.75954838765398, 32.047721573607205]]"
129,2.5,גרוסמן מתל גיבורים עד גרינבויים,דו סטרי,2019.0,390.74,,1564531200000.0,20/08/2025 01:08:49,390.73941730745946,"[[34.76586532261911, 32.041312673486765], [34.765942047022605, 32.0412765578339], [34.766192207195466, 32.04122651199029], [34.76848493677583, 32.040778897378516], [34.768886249345215, 32.04070054268605], [34.76913849653951, 32.04065850158209], [34.76919718905162, 32.04065552693718], [34.769337472139206, 32.04064127307594], [34.76947517620285, 32.04062096099015], [34.769668805279906, 32.04061423122709], [34.76986187100089, 32.0406075208805], [34.76990537039598, 32.040599935277825]]"
130,2.0,גרינבויים משקד עד גרוסמן,דו סטרי,2019.0,123.26,,1564531200000.0,20/08/2025 01:08:49,123.25978000204005,"[[34.76545944972821, 32.04032010671391], [34.76546192937093, 32.040352030622564], [34.76546169590288, 32.04040096105395], [34.765534510716385, 32.04062143073228], [34.76557132598999, 32.04075405395311], [34.765626436680066, 32.04097977565321], [34.76567158728329, 32.041073386401806], [34.765694223390945, 32.041107448757195], [34.76572125611849, 32.041116038070584], [34.76575968688688, 32.04112466681021], [34.76579586677136, 32.04111731701535], [34.76583880080186, 32.041251977724215], [34.76586532261911, 32.041312673486765]]"
131,2.0,סהרון מפיקוס עד 3405,דו סטרי,2014.0,153.04,,,20/08/2025 01:08:49,153.03689490657487,"[[34.74952166760424, 32.03431944946536], [34.74969837154334, 32.03438880968615], [34.74995529426121, 32.0344312464961], [34.75018033821657, 32.03442757089108], [34.75106748034267, 32.03416608753881]]"
132,2.0,יהודה הימית מאבוטבול עד נמל יפו גדה צפונית,חד סטרי,2012.0,571.73,,,20/08/2025 01:08:49,571.7291391493245,"[[34.757066020659266, 32.049798527014225], [34.756131788977086, 32.049862177765405]]"
133,1.5,יהודה הימית מאבוטבול עד נמל יפו גדה דרומית,חד סטרי,2012.0,678.49,,,20/08/2025 01:08:49,678.4937818052223,"[[34.756860925375186, 32.04973176143966], [34.75601470191718, 32.049792724437346]]"
134,2.5,בן צבי מ3320 ,דו סטרי,2013.0,105.7,,,20/08/2025 01:08:49,105.7028058497068,"[[34.76209138090505, 32.04946340189201], [34.76205829204879, 32.049476321826766], [34.76192358308983, 32.049525955217426], [34.761833796465794, 32.04955427365956], [34.76177478558974, 32.04959224945527], [34.76106482629594, 32.04983790538054]]"
135,2.0,קויפמן מהמרד עד חלץ,,2013.0,306.81,,,20/08/2025 01:08:49,306.8091603271693,"[[34.76003199885324, 32.05784717060593], [34.760077557893695, 32.058017794648], [34.76010143008903, 32.05810719965513], [34.76012177357903, 32.05835006961072], [34.760154182419484, 32.05869376490397], [34.76022457746381, 32.058937955503666], [34.7602888305678, 32.059096548352244], [34.760376338237215, 32.0593574819119], [34.76062332454299, 32.05996736474236], [34.76084275279546, 32.06051230026404]]"
136,2.5,שמחה הולצברג משדרות ירושלים עד יפת,דו סטרי,2018.0,632.43,,,20/08/2025 01:08:49,632.4298390320517,"[[34.74964514971917, 32.02952336025174], [34.749527971585394, 32.02959975652044], [34.74880642842817, 32.02999588594183], [34.7487410234832, 32.03007642091637], [34.74872997330607, 32.03006904963764], [34.74868487508789, 32.03011649231714], [34.748659317185925, 32.03013064338505], [34.747488394912835, 32.03078207016781], [34.74743106454678, 32.030778142798695], [34.74735553029428, 32.03083776314055], [34.747328170463405, 32.03094586429664], [34.74726912701515, 32.0309909854832], [34.747145557508766, 32.031057347477564], [34.747053248638764, 32.03103315498152], [34.74698101512779, 32.03107905270073], [34.74584940689756, 32.03171245464271], [34.745750464321254, 32.03173459023534], [34.74422792239882, 32.03254006961865], [34.74413005617638, 32.03257957094661]]"
137,1.8,ויצמן מבני דן עד פנקס גדה מזרחית,,2018.0,403.6,,,20/08/2025 01:08:49,403.5974878107197,"[[34.79060300593049, 32.093291813000526], [34.79061181589116, 32.09299155247397], [34.79068437058401, 32.09125470146777]]"
138,1.2,בלוך משילה עד ארלוזורוב גדה דרומית,חד סטרי,2012.0,463.3,,,20/08/2025 01:08:49,463.2988654337083,"[[34.78166997856055, 32.08159438305927], [34.78196902137344, 32.08161528464483], [34.78206963648798, 32.08163616275934], [34.782177468199805, 32.08166297154777], [34.782309582198096, 32.08169940925937], [34.7825705656678, 32.08179799965198]]"
139,2.0,משמר הירדן מדבורה הנביאה עד וולנברג,,2019.0,1455.95,,,20/08/2025 01:08:49,1455.9546626089373,"[[34.83038201250309, 32.107030195595286], [34.83034972962475, 32.10738528122937], [34.8303106662233, 32.10775089499479], [34.83032045915148, 32.1078538014403], [34.830229835467385, 32.108519317600056]]"
140,2.0,שארית ישראל מ-3429 עד שד' ירושלים,דו סטרי,2019.0,482.78,,1566432000000.0,20/08/2025 01:08:49,482.7816674704901,"[[34.764360872778276, 32.05175081527641], [34.76302105748486, 32.0521260069075], [34.76266546601413, 32.052211923654404], [34.76252915431516, 32.0522565245816], [34.7625037353172, 32.05230151196389], [34.76241789117238, 32.05233340931319], [34.76221857315779, 32.05237779021536], [34.76135550309188, 32.052610888018755], [34.761363083879225, 32.05260662199163], [34.761075410166775, 32.052680742619266], [34.76091388522908, 32.052727399882016], [34.7607802069502, 32.052748396558506], [34.76056090097507, 32.05275621485906], [34.76023072340875, 32.05275935093416], [34.75962834480157, 32.05276367857214], [34.75947463878368, 32.05275669951092]]"
141,3.0,פארק הירקון מגשר 9078 עד אבן גבירול,,2004.0,711.25,,,20/08/2025 01:08:49,711.2532755303932,"[[34.77799671363471, 32.09707440897356], [34.77794281234957, 32.0971452133098], [34.77787858081358, 32.097275800022004], [34.7778034544778, 32.09742576543197], [34.777758051006934, 32.09756520066733], [34.77772294735332, 32.097700384394166], [34.77771182466374, 32.09776881402411]]"
142,2.5,רוקח מגשר התערוכה עד אבן גבירול,חד סטרי,2013.0,477.6,,,20/08/2025 01:08:49,477.6007835014804,"[[34.78251423887066, 32.09841808967178], [34.78242060227706, 32.098417777774124], [34.78199492556004, 32.09830377117255], [34.781897032008196, 32.09828676167484], [34.78179421439829, 32.098273910937266], [34.781529690326394, 32.09827302814405], [34.78109842887454, 32.098309110977624], [34.780765359710756, 32.09829966501864], [34.78050585409415, 32.09826960609998], [34.78037357283843, 32.098273329608034], [34.780094306238496, 32.09828073597444], [34.78000111455509, 32.09830543928564], [34.77985423619635, 32.09828827310059], [34.77978943580763, 32.09825575397531], [34.77971448323035, 32.09826746037119], [34.779377674868954, 32.09821452319097], [34.779218655439614, 32.09818609733141], [34.77888641920597, 32.09815708952205], [34.77839552348634, 32.098019955437096], [34.7781317485097, 32.09792181961834], [34.7780050249819, 32.097851243287394], [34.77795643958916, 32.09781525183007], [34.77786478929813, 32.097699733956134], [34.77782905711996, 32.09765469664156], [34.777758051006934, 32.09756520066733]]"
143,3.0,"כ""ה ו- 4881 חיבור בין אונטרמן למחל",דו סטרי,2019.0,145.3,,,20/08/2025 01:08:49,145.2952378975371,"[[34.80450941171496, 32.04908484606381], [34.80452115133466, 32.04896200479721], [34.80447096972504, 32.04890577482724], [34.80446688666766, 32.048878323094726], [34.804420331717, 32.0486324187199], [34.80441906583241, 32.04860139665674], [34.80451645163517, 32.04843229845849], [34.80493831602698, 32.048375170573756], [34.80496095553757, 32.04832275033982], [34.80496116280109, 32.04827503081305], [34.80495435165657, 32.04823086838942], [34.804948862516675, 32.0482046053109], [34.80499259968561, 32.048131970216936]]"
144,3.0,הרב אשי + חיבור לקקל,דו סטרי,2017.0,213.78,,,20/08/2025 01:08:49,213.78391797822812,"[[34.795809333060454, 32.121268547725634], [34.79673052250552, 32.121134471256035], [34.79680215930764, 32.12153826295208], [34.79694356460827, 32.12160149562763], [34.79728614404371, 32.12211237411942]]"
145,2.5, יוניצ'מן מנמיר עד 2040,,2014.0,391.64,,,20/08/2025 01:08:49,391.63840733231655,"[[34.79713626087853, 32.14265555268619], [34.79870871899737, 32.142007453466334], [34.798828306774254, 32.141978635275045], [34.79919418931108, 32.14183960562287], [34.799239873557724, 32.14181062799065], [34.80007270825195, 32.14150649662331], [34.800246839824, 32.1414601241167], [34.80036577847117, 32.14142441459944], [34.800531648191054, 32.14133109573593], [34.800688906123014, 32.1412630170505], [34.80082490820486, 32.14120570077277], [34.80089715924438, 32.14117705612651]]"
146,3.0,רחוב 2379,דו סטרי,2015.0,384.29,,,20/08/2025 01:08:49,384.2854800330786,"[[34.798048886547505, 32.14472907075172], [34.79816721783988, 32.144733481541394], [34.79823829242079, 32.14471759484366], [34.79833787230879, 32.14468166283288], [34.79838524339772, 32.14467376191027], [34.7984563641742, 32.14464982235113], [34.79852748491391, 32.14462588275164], [34.79860812404867, 32.14458989880702], [34.79871712234824, 32.14456204957748], [34.79879772570422, 32.14453411828321], [34.79885932783741, 32.14452223183252], [34.79896825467406, 32.14451049694836], [34.799062989369205, 32.144498716522264], [34.799181391694475, 32.14448701179822], [34.79929027562141, 32.14448736033863], [34.79938495683769, 32.144487663339625], [34.79945123263004, 32.14448787539482], [34.799512841864896, 32.14447195769558], [34.7995744510388, 32.144456048983784], [34.7996692389834, 32.144432184433526], [34.79981147946836, 32.14438430382154], [34.799882606813526, 32.144356341542974], [34.79997734123919, 32.14434456042996], [34.80013782390716, 32.14431560024866], [34.80049871914476, 32.14425047252782], [34.80079780078345, 32.14422501885332], [34.80118063464068, 32.144146829230756], [34.80199757521214, 32.14397997483207]]"
147,2.29,ברלין אליהו מפייגלין עמיחי,חד סטרי,2000.0,132.44,,,20/08/2025 01:08:49,132.44262325805568,"[[34.792664882114146, 32.12386519154283], [34.792864902280016, 32.12495476113826], [34.79288785649064, 32.12504420229313]]"
148,3.0,רוטלוי דוד מיקותיאל יוסף עד רוקח ,,2012.0,490.69,,,20/08/2025 01:08:49,490.6935368903856,"[[34.7770797240144, 32.097872724098174], [34.777066768263516, 32.09812497355751], [34.7770189598547, 32.09817789220299], [34.77692950736024, 32.09822755824403], [34.77710528040151, 32.09885307891814], [34.777289534528485, 32.09925746528064], [34.77738015828492, 32.099379755192295], [34.7774751504228, 32.09966984575687], [34.77758225622422, 32.10011851975448], [34.77756235032993, 32.10025512710132], [34.777323868424624, 32.10043475223725], [34.77683826608743, 32.1012695999653], [34.7765486179142, 32.10139983149402], [34.776419374925894, 32.101568885173556], [34.776284785545734, 32.101705249010166], [34.77625803578196, 32.10173235639972]]"
149,2.4,בריכת גורדון,,2000.0,188.32,,,20/08/2025 01:08:49,188.3183794100532,"[[34.769294826060964, 32.08650487017312], [34.76867549501054, 32.08489058397916]]"
150,2.0,"שד בן ציון מהמלך ג'ורג' עד תרס""ט",דו סטרי,2000.0,329.85,,,20/08/2025 01:08:49,329.8505383990903,"[[34.77848515429071, 32.072393467528364], [34.77838846770701, 32.07241940531625], [34.77709709015901, 32.0731032210924], [34.776739297970984, 32.07327359736069], [34.77607593079078, 32.07362180978259], [34.77549485560059, 32.07392591123815]]"
151,2.0,שד' מלכי ישראל,דו סטרי,2012.0,229.5,,,20/08/2025 01:08:49,229.49944952441072,"[[34.77995217532639, 32.081414321286076], [34.7799522314039, 32.08141135459453], [34.77998720512958, 32.07963732270574], [34.77998799255656, 32.07959756554087], [34.779983320100115, 32.07940305240083], [34.77998397262832, 32.07934503990144]]"
152,2.0,"מח""ל ממשה דיין עד אלנקווה מסלול צפוני",,2019.0,204.9,,1569456000000.0,20/08/2025 01:08:49,204.90362383297136,"[[34.801505863930984, 32.04970834707683], [34.800422577715835, 32.04989976719729], [34.7998099265115, 32.04999988735249], [34.79971774060962, 32.05002179885412], [34.79972562746477, 32.05005604705483], [34.799426458440394, 32.050095254861574]]"
153,2.5,שד' ההשכלה מתובל עד החניון,דו סטרי,2000.0,141.16,,,20/08/2025 01:08:49,141.160307970127,"[[34.796614171099435, 32.06970525647663], [34.79659154387966, 32.06962877052935], [34.79645740984262, 32.06925294186686], [34.79640715248924, 32.06904664901238], [34.796349227704084, 32.068795079640296], [34.79630346856358, 32.0684631187846]]"
154,2.0,"קק""ל מרקנאטי עד הגינה גדה צפונית",חד סטרי,2018.0,54.77,,,20/08/2025 01:08:49,54.76856683162833,"[[34.80205060445639, 32.12164907876305], [34.80198137510728, 32.12163023695552], [34.801477726463354, 32.121684509738884]]"
155,2.0,חנה רובינא,,2014.0,268.35,,,20/08/2025 01:08:49,268.3499580720908,"[[34.82008233700031, 32.121012662054206], [34.820010749469986, 32.121035111082534], [34.819948844094874, 32.1210886081102], [34.81987144984664, 32.121158759099146], [34.81983322046858, 32.12124931010076], [34.819781574866354, 32.12125519608745], [34.81975018836285, 32.121326602245965], [34.819706806585764, 32.12130857546652], [34.81963802253821, 32.121331032798786], [34.81954799069186, 32.12140591742065], [34.8193608629919, 32.12156878773756], [34.81921560947111, 32.12167682237128], [34.819045887601845, 32.12183238660667], [34.81881575167777, 32.1220414137332], [34.81872652111556, 32.12213381823608], [34.81864314656422, 32.12219940344789], [34.81857410824605, 32.122260162659266], [34.81847063288064, 32.122333008983304], [34.818258164894516, 32.12242991611718], [34.81817212348602, 32.122446724450036], [34.81814746491894, 32.122391164321115], [34.818127682595836, 32.122295187616636], [34.8181386563175, 32.12228591559283]]"
156,2.5,רחוב  1116 מיד לבנים עד לה גארדיה (גיבורי ישראל,דו סטרי,2013.0,181.54,,,20/08/2025 01:08:49,181.5356462914037,"[[34.79745234346532, 32.059200934480735], [34.79746209040382, 32.05993423009396], [34.79745259524749, 32.06006570327738], [34.79739930561223, 32.060120321387934], [34.79741016151448, 32.06071188238283], [34.7973498719063, 32.06071147596052], [34.79734948901786, 32.060769483329544]]"
157,2.6,חנה זמר,,2016.0,406.65,,,20/08/2025 01:08:49,406.6492683227002,"[[34.80110876529447, 32.095950089977535], [34.80114573460432, 32.09636610416733], [34.801332117660934, 32.0986949108903], [34.80135132670208, 32.098861331627155], [34.80130227324596, 32.09892559639655], [34.80125044987656, 32.09898058918831], [34.80123000880582, 32.09903969569461], [34.8012387343627, 32.09909507867442], [34.801269868125495, 32.09915435022846], [34.8013122636579, 32.09920220403335], [34.80135468331677, 32.099244332463954], [34.8013789811686, 32.099328396673144], [34.80138978193187, 32.09942196153187], [34.801429750563116, 32.09951180102317], [34.80144790779748, 32.09953371626365]]"
158,3.0,טיילת יפו,דו סטרי,2000.0,347.28,,,20/08/2025 01:08:49,347.27876909732623,"[[34.75818760248383, 32.05792491846065], [34.75810942479362, 32.0578692887053], [34.75804017475785, 32.05782132488741], [34.75793745312775, 32.05774270224671], [34.757854987081, 32.057646972697974], [34.75781033702637, 32.057610548137156], [34.75773011185438, 32.05751482549976], [34.75765212030288, 32.057421020672976], [34.75753637831309, 32.05725454729962], [34.75742736996407, 32.05708618937653], [34.7573560937429, 32.05699431623037], [34.75733376379674, 32.056977058390274], [34.757304607812955, 32.05698077283073], [34.75696983399492, 32.05714756518132], [34.756938483782896, 32.057141728156026], [34.75681788015606, 32.057053497847825], [34.75674196323445, 32.05699405795874], [34.75665935966671, 32.056926958053914], [34.75658790768433, 32.05687135111766], [34.756534404505025, 32.056811989383206], [34.75640272467957, 32.0566969968226], [34.75638047870248, 32.056662560025565], [34.75633816439712, 32.056607055027406], [34.75628237335506, 32.05655722963702], [34.75563922519481, 32.05607393903994]]"
159,2.5,הרב גורן מהרב ניסים עד איילון מסלול צפוני,חד סטרי,2020.0,159.82,מדרכה,,20/08/2025 01:08:49,159.82147868580233,"[[34.7985404549586, 32.090800388029585], [34.79860447012996, 32.090774824540624]]"
160,2.7,דוד אבידן,דו סטרי,2020.0,128.29,כביש,1580256000000.0,20/08/2025 01:08:49,128.29426527561918,"[[34.83171098749641, 32.12706491639215], [34.83035209992446, 32.12710105558258]]"
161,3.0,יגאל אלון  1333 עד השלום,דו סטרי,2020.0,355.92,כביש,1580256000000.0,20/08/2025 01:08:49,355.9209441017539,"[[34.79353718912646, 32.06920742139938], [34.79360560837696, 32.06919619046615]]"
162,2.0,שד' בן גוריון מאבן גבירול עד הדסה,דו סטרי,2012.0,122.89,,,20/08/2025 01:08:49,122.88616132581582,"[[34.781129572944586, 32.08160216134744], [34.780042367670234, 32.0816476361363], [34.77992487237565, 32.0816314071939], [34.779850776438735, 32.081680712142344]]"
163,2.5,שדרות ירושלים מארליך עד נחל הבשור,,2021.0,280.52,כביש,1622505600000.0,20/08/2025 01:08:49,280.5213078404292,"[[34.75601547312315, 32.039205031547475], [34.75604018535809, 32.03932645771948], [34.75626725025241, 32.039890530358996], [34.756306767764734, 32.039992008858825], [34.756462055061135, 32.0404288488541], [34.75665778459706, 32.04096209499967], [34.7568181290022, 32.041398820707194], [34.75688115753732, 32.04157131151077], [34.75688913609641, 32.041620717263314]]"
164,2.0,הרב גורן (דרומי) מספיר פנחס עד נמיר,,2020.0,258.19,מדרכה,1595635200000.0,20/08/2025 01:08:49,258.19074041713407,"[[34.79816194405832, 32.09054786044168], [34.79815681155754, 32.09054455697125], [34.798122970143716, 32.09058264181999], [34.79810522429922, 32.090602627117875], [34.798086641605444, 32.09062189371063], [34.79805880925639, 32.09064113063332], [34.79803350221091, 32.09065966053324], [34.79800907530746, 32.09066960283177], [34.79797200383952, 32.09068666294335], [34.79790799383423, 32.09071079499365], [34.79781790112804, 32.090739137613944], [34.7977227503196, 32.09077032710544], [34.79761582551717, 32.0908021947386], [34.79754933124705, 32.09081772911216], [34.79748539824099, 32.090824681258276], [34.79740804722319, 32.09082371676767], [34.797368554972465, 32.09081786354497], [34.79731815102004, 32.09080768094038], [34.79728120844321, 32.09079539351989], [34.7972661030297, 32.09078890261327], [34.79725769443919, 32.090788875590384], [34.79724590463638, 32.0907931329098], [34.7972120787474, 32.09083668779868], [34.79718840600659, 32.09086595855011], [34.79717154859752, 32.09087520989977], [34.79715303126515, 32.09087944558501], [34.797116848259144, 32.09088577072788], [34.797077302016206, 32.09089208594879], [34.79705290564518, 32.090894870679925], [34.7970150944721, 32.09088902275237], [34.796987411101874, 32.09087461786685], [34.79694964758848, 32.09085803340219], [34.796940414863755, 32.09085442451677], [34.796924385796856, 32.09086654166997], [34.796907499772715, 32.090882234353714], [34.79688387457426, 32.09090076943145], [34.79686701077616, 32.09091145185507], [34.79684341098095, 32.0909242606622], [34.796824874561, 32.09093279054546], [34.79679875577562, 32.090944875221574], [34.796764256980886, 32.09095049056546], [34.79671881470557, 32.09095893385632], [34.79630574196611, 32.091010572141464], [34.79608201010873, 32.091027030273146], [34.79602230026056, 32.091029700983384], [34.79596091781501, 32.09103021911937], [34.79589955766528, 32.09102572606997], [34.79585754963809, 32.09101843312915], [34.795820579567234, 32.09101258755769], [34.795781137253464, 32.09099528131302], [34.795736689929655, 32.090969369394855], [34.795714057428505, 32.090953548488045]]"
165,2.3,מארק שאגאל מאמיר גלבוע עד 2040,דו סטרי,2020.0,84.46,מדרכה,1602892800000.0,20/08/2025 01:08:49,84.45659381729656,"[[34.787156399035446, 32.118030867530216], [34.787084282672694, 32.11814129659913], [34.78704615830474, 32.11815142601869], [34.78698500808035, 32.11816770543144], [34.78690223590348, 32.11818898424959], [34.78635079004804, 32.11824928598794]]"
166,2.5,רפידים מבני אפריים עד מגדל שורשן,,2020.0,1146.01,כביש,1585612800000.0,20/08/2025 01:08:49,1146.0062341049224,"[[34.81471081498183, 32.107956097319324], [34.81485452442489, 32.108060597285764], [34.81487134712599, 32.108072830338564]]"
167,2.0,"מח""ל מאל נקוה עד משה דיין צד דרומי",,2019.0,206.99,כביש,1569456000000.0,20/08/2025 01:08:49,206.99459640112667,"[[34.801476038339466, 32.049538358161776], [34.801437334160404, 32.049548255864416], [34.801407258012325, 32.04955677508742], [34.80080766994422, 32.04966310716719], [34.800234656145534, 32.0497600045083], [34.7998978031673, 32.04982434889282], [34.79981957630392, 32.049828857126876], [34.799767961756025, 32.049815608289755], [34.799745530631846, 32.04980427420677], [34.79974108814407, 32.049802029893776]]"
168,3.0,יגאל אלון בגדה מזרחית מתובל עד 1334,,2018.0,224.95,,,20/08/2025 01:08:49,224.95476214525303,"[[34.793402362570994, 32.068327073019766], [34.793388801983134, 32.06835184358652], [34.7933808457445, 32.06837663232749], [34.793398496477664, 32.06843967957168], [34.793535539269854, 32.06887341937507], [34.79358538676994, 32.06900528732554], [34.79360875735385, 32.069042584441874], [34.79364445615331, 32.069079921511296], [34.793689169791776, 32.06910679005424], [34.7936541637594, 32.06916489432938], [34.79364846655668, 32.06918587313069], [34.793663969500734, 32.069227916104445], [34.793710426796814, 32.06941630348803], [34.793847980547795, 32.06987001378188], [34.793883205704965, 32.069986199906715], [34.79396365999742, 32.07025156762747]]"
169,2.6,הרב ניסים מירושלמי עד הרב גורן,דו סטרי,2017.0,303.65,,,20/08/2025 01:08:49,303.64983952784,"[[34.80014112904251, 32.09350977885027], [34.80029563413165, 32.09346965714955], [34.800455022813864, 32.09366205029214], [34.800524008178485, 32.09380084414387], [34.80071419969931, 32.094210645812616], [34.800771386684644, 32.094369012167604], [34.80088815427669, 32.09480769555392], [34.80097550888594, 32.09514107735845], [34.80110876529447, 32.095950089977535]]"
170,2.2,אופנהיימר רב אשי עד טאגור,דו סטרי,2020.0,240.07,ביניים,1585612800000.0,20/08/2025 01:08:49,240.0696732980708,"[[34.799871882568674, 32.11852504257979], [34.800081191763084, 32.11960651208507], [34.8002896910501, 32.120660530946076]]"
171,2.5,טאגור מאופנהיימר עד חיים לבנון ,דו סטרי,2020.0,144.52,,1585612800000.0,20/08/2025 01:08:49,144.51727500950784,"[[34.799873954675896, 32.1185340462862], [34.79999455766638, 32.11853204448729], [34.800061843724784, 32.118537032493286], [34.800087209749776, 32.11850847286567], [34.80012375170006, 32.11848949518644], [34.80016027259355, 32.11847529146752], [34.801361356864916, 32.11830250044078]]"
172,3.0,נמיר,,2014.0,161.32,,,20/08/2025 01:08:49,161.31590484229977,"[[34.79449859943031, 32.08142808173306], [34.794336978863186, 32.08066269481108], [34.79429897294699, 32.0804571057488], [34.79424082239033, 32.08023024231228], [34.7941685528837, 32.0800271935402], [34.79415833809817, 32.08000421537583]]"
173,2.4,מקס ברוד,דו סטרי,2020.0,225.19,כביש,1590883200000.0,20/08/2025 01:08:49,225.18609301585772,"[[34.82938723351802, 32.12671041937249], [34.82929317270337, 32.12663672387674], [34.82910765243702, 32.12651228264796], [34.82904582255504, 32.12646850897394], [34.828959727752824, 32.12642466241794], [34.828895144695096, 32.12639464532265], [34.82880359250305, 32.12636684232911], [34.82872551138273, 32.126341373376654], [34.828623118337255, 32.12632730380428], [34.8285126084342, 32.12632009336194], [34.82744482929204, 32.12635362680798], [34.82714275099187, 32.126382552657105]]"
174,2.4,וינגייט מיגאל אלון עד סוף החניון,דו סטרי,2013.0,210.42,,,20/08/2025 01:08:49,210.4183311894492,"[[34.79175895641003, 32.060127974363134], [34.79110836653384, 32.06014724067626], [34.79107845074844, 32.06013606913999], [34.790709384091066, 32.06014880230591], [34.78982278420726, 32.06017358331036], [34.78953473701004, 32.06017836722031]]"
175,2.5,וינגייט מהחניון עד נתיבי איילון,דו סטרי,2020.0,191.04,,1585612800000.0,20/08/2025 01:08:49,191.04075782597505,"[[34.78932350208938, 32.060173857484706], [34.78862968770373, 32.06019353493789], [34.788483109862234, 32.06014151672569], [34.78826013746624, 32.06013028623951], [34.78796229913303, 32.060070136177], [34.78777408126148, 32.060056155830885], [34.787584644629106, 32.06006412258127], [34.78747591452161, 32.06006853726047], [34.78743889250727, 32.06007700503381], [34.78734115789932, 32.06012822081618]]"
176,2.5,חיבור וינגייט ללה גארדיה,דו סטרי,2020.0,62.53,,1585612800000.0,20/08/2025 01:08:49,62.52999010805236,"[[34.787305887215226, 32.060071603980305], [34.78725894780275, 32.06004281766551], [34.787239965935484, 32.06002748517746], [34.78723221996225, 32.06000550830101], [34.78722367955302, 32.059911949191346], [34.787170262983615, 32.05982874101515], [34.78716425356772, 32.05967124607006], [34.78724876034994, 32.05957131184109]]"
177,2.4,גשר יהודית,דו סטרי,2020.0,250.84,,1580428800000.0,20/08/2025 01:08:49,250.8438519353096,"[[34.79349216057353, 32.06977058088109], [34.793203053121545, 32.06980443780987], [34.79313881911713, 32.06980920004192], [34.793077548323154, 32.069804030532914], [34.792963808475854, 32.06978377867543], [34.79283258872669, 32.069756013956265], [34.79278008525933, 32.06974838834589], [34.792669524150924, 32.06975688747745], [34.79197662257341, 32.06985568266548]]"
178,1.9,יד המעביר מקהילת טשרנוביל עד קהילת יאסי ,דו סטרי,2020.0,149.8,כביש,1585612800000.0,20/08/2025 01:08:49,149.80180597989155,"[[34.824798650301645, 32.10864321176082], [34.824721303090776, 32.10999248893855]]"
179,2.5,הדר יוסף שלום אש עד בני אפריים,,2020.0,381.41,רחוב,1585612800000.0,20/08/2025 01:08:49,381.41199244178654,"[[34.81938169138621, 32.1084091744067], [34.81938163338614, 32.10842299589139], [34.819384944895624, 32.108440283260045], [34.81939899663208, 32.10847776088132], [34.81941304460733, 32.108516390069056]]"
180,2.5,גינת הדר יוסף,דו סטרי,2020.0,189.63,מדרכה,,20/08/2025 01:08:49,189.6304224266694,"[[34.818455737807064, 32.109815592678274], [34.818531820999986, 32.10988608618029]]"
181,2.0,היינריך היינה מבן צבי עד נס לגויים מסלול מערבי,חד סטרי,2019.0,432.78,מדרכה,,20/08/2025 01:08:49,432.7788086647977,"[[34.76223749953661, 32.0441619728766], [34.762321986774715, 32.04441852323911]]"
182,2.5,היינריך היינה מבן צבי עד גרוסמן יאיר מסלול מזרחי,חד סטרי,2019.0,535.63,מדרכה,,20/08/2025 01:08:49,535.6295995585698,"[[34.76266058837786, 32.04390948156464], [34.76264057067476, 32.043877916752606], [34.76262728971994, 32.04384351222292], [34.76254030027417, 32.04340800361564], [34.76246644901467, 32.0430369629047], [34.762335499310495, 32.04230639156216], [34.762287996464345, 32.042048538958234]]"
183,2.0,צומת היינריך היינה בן צבי,חד סטרי,2019.0,52.24,כביש,,20/08/2025 01:08:49,52.23518311265246,"[[34.76362723496456, 32.04861118591223], [34.7634999962646, 32.04865676907037]]"
184,2.0,שלבים מקיבוץ גלויות עד בן צבי,חד סטרי,2019.0,369.71,מדרכה,,20/08/2025 01:08:49,369.71198711416537,"[[34.76329998897886, 32.048774220555], [34.76337683440502, 32.04889785468838]]"
